TSC,CPU,DOM,vCPU,UOPS_RETIRED.ALL,UOPS_ISSUED.ANY,UOPS_ISSUED.ANY-stalls,RESOURCE_STALLS.ANY
23514850539412,2,4,0,55641,47591,142083,4206
23514850677972,2,4,0,27443,23586,71550,1114
23514850897012,2,4,0,53169,45204,142735,3821
23514851035820,2,4,0,27621,23986,71687,1159
23514851254732,2,4,0,53477,45932,142655,4178
23514851393180,2,4,0,27421,23639,71430,1261
23514851750688,2,4,0,167579,152533,242251,19142
23514852073292,2,4,0,77326,67338,239238,5295
23514852214804,2,4,0,27453,23777,74466,1300
23514852441632,2,4,0,53170,46137,150375,3976
23514852583016,2,4,0,27309,23396,74338,1307
23514852810260,2,4,0,53036,45686,151158,3712
23514852951492,2,4,0,27540,24029,74087,1292
23514853178580,2,4,0,53692,46211,150730,3334
23514853320084,2,4,0,27316,23741,74188,1167
23514853546812,2,4,0,53063,45360,150609,3747
23514853688696,2,4,0,27470,23840,74680,1106
23514853915792,2,4,0,56358,48576,149515,4972
23514854056912,2,4,0,27531,24101,73880,1237
23514854284244,2,4,0,53754,46424,150802,3877
23514854425472,2,4,0,27463,23852,74109,1249
23514854652108,2,4,0,54032,46353,150302,4307
23514854793772,2,4,0,27568,24127,74250,1181
23514855035100,2,4,0,61840,53471,161464,3743
23514855176788,2,4,0,27283,23631,74376,1428
23514855403680,2,4,0,53522,46376,150306,4305
23514855545136,2,4,0,30549,26668,73274,2180
23514855771856,2,4,0,53291,45919,150313,4034
23514855912400,2,4,0,27439,23748,73613,1515
23514856138516,2,4,0,53076,45664,150031,4348
23514856279668,2,4,0,27523,24028,73752,1174
23514856507676,2,4,0,55700,47676,150921,4205
23514856732300,2,4,0,27541,23932,157441,1337
23514856958844,2,4,0,53058,45602,150295,3924
23514857099324,2,4,0,27325,23723,73434,1255
23514857326500,2,4,0,53181,45452,151094,3718
23514857468204,2,4,0,30276,26306,73680,2207
23514857694824,2,4,0,53133,45643,150463,4313
23514857836036,2,4,0,27576,24138,73843,1372
23514858063172,2,4,0,54515,47091,150362,4121
23514858204700,2,4,0,27339,23660,74343,1255
23514858431112,2,4,0,58533,50581,147951,4035
23514858570332,2,4,0,27347,23867,72051,1359
23514858790568,2,4,0,53211,45728,143810,3683
23514858929760,2,4,0,27500,24038,72058,1314
23514859149216,2,4,0,53212,45688,143261,3746
23514859289188,2,4,0,30547,26744,71467,2669
23514859509136,2,4,0,53547,46101,143382,3945
23514859648168,2,4,0,27274,23565,71772,1407
23514859867944,2,4,0,53805,46390,143233,4217
23514860007016,2,4,0,27507,23937,71905,1386
23514860227276,2,4,0,54085,46658,143715,4488
23514860366048,2,4,0,27505,23692,71480,1279
23514860586320,2,4,0,53599,45935,143942,4051
23514860726076,2,4,0,27568,24185,72251,1496
23514860946032,2,4,0,58547,50428,141770,5671
23514861084852,2,4,0,27490,23821,71715,1229
23514861304116,2,4,0,53151,45673,142981,3954
23514861532892,2,4,0,27372,23886,161524,1315
23514861772636,2,4,0,60588,53126,160258,4216
23514861911992,2,4,0,27546,23777,72373,1215
23514862136148,2,4,0,53273,45866,147792,3840
23514862276596,2,4,0,27592,24091,73171,1087
23514862501276,2,4,0,55903,48037,147406,4932
23514862640792,2,4,0,27514,23863,72363,1271
23514862865204,2,4,0,56303,48641,146902,4993
23514863004684,2,4,0,27520,24003,72316,1280
23514863228444,2,4,0,53409,45789,147511,3884
23514863368308,2,4,0,27503,23633,72823,1267
23514863592204,2,4,0,53218,45572,147713,3847
23514863732072,2,4,0,27630,24136,72146,1223
23514863955044,2,4,0,53323,45797,146572,4264
23514864094236,2,4,0,27539,23936,72091,1256
23514864374872,2,4,0,53109,45308,203893,4040
23514864549596,2,4,0,27630,24086,72913,1198
23514864794168,2,4,0,56193,48387,167245,4784
23514864933736,2,4,0,27522,23805,72550,1472
23514865276312,2,4,0,203430,184831,216705,23247
23514865585708,2,4,0,142799,149646,138869,12055
23514865725192,2,32767,2,0,0,18192,0
23514865898316,2,4,0,31199,26182,54697,1970
23514866040384,2,4,0,23201,21975,75019,2325
23514866358196,2,4,0,64908,58228,237165,4881
23514867668316,2,4,0,1680381,1623743,679075,146183
23514870995424,2,4,0,3093848,2649745,2415471,1837857
23514888988324,2,4,0,15091476,12822388,13969681,11550385
23514892208328,2,32767,2,0,0,30808,0
23514892419116,2,4,0,72437,67538,126416,33505
23514895595688,2,32767,2,0,0,22382,0
23514895702924,2,4,0,18001,16595,40845,1150
23514898984064,2,32767,2,0,0,17584,0
23514899065632,2,4,0,8015,7134,19583,46
23514899237084,2,4,0,4364,4062,19376,334
23514902376308,2,32767,2,0,0,16825,0
23514902471976,2,4,0,15933,14098,31107,291
23514905784140,2,32767,2,0,0,23543,0
23514905892176,2,4,0,8069,7073,46477,282
23514909173744,2,32767,2,0,0,26081,0
23514909281320,2,4,0,8161,7363,44589,285
23514911343864,2,32767,2,0,0,18573,0
23514911437048,2,4,0,4200,3758,33383,7
23514911588336,2,32767,2,0,0,14810,0
23514911812012,2,4,0,26081,24056,98413,7603
23514911966588,2,32767,2,0,0,13330,0
23514912088068,2,4,0,13039,11710,58183,175
23514912228584,2,4,0,6396,6183,17854,202
23514912427544,2,32767,2,0,0,17319,0
23514912601980,2,4,0,25848,22523,44037,3949
23514912673988,2,32767,2,0,0,14735,0
23514912825928,2,4,0,53359,48618,75387,15889
23514912965740,2,4,0,20945,20975,32361,903
23514913154808,2,4,0,25444,23034,83770,4118
23514913403776,2,4,0,23427,20362,91516,4057
23514913523100,2,4,0,11168,10293,18724,392
23514913712256,2,4,0,23378,20034,92027,4381
23514913805744,2,4,0,11108,10115,22813,654
23514913948496,2,4,0,28351,25191,74706,1993
23514914087920,2,4,0,23162,19581,73731,3969
23514914167128,2,4,0,11143,9740,17138,473
23514914307156,2,4,0,28353,24499,72112,2030
23514914445992,2,4,0,23353,19785,72989,3701
23514914525256,2,4,0,11191,9643,17271,659
23514914665316,2,4,0,23108,19888,74253,3346
23514914744140,2,4,0,11085,9893,16825,621
23514914884328,2,4,0,17681,15211,75754,592
23514915022888,2,4,0,23216,19581,72904,3509
23514915102092,2,4,0,11128,9736,17096,598
23514915242176,2,4,0,17689,14999,75787,703
23514915381168,2,4,0,23182,19657,73274,3232
23514915460232,2,4,0,11179,9732,17041,863
23514915601748,2,4,0,23309,20172,75574,3386
23514915717940,2,4,0,11123,9568,16611,750
23514915965668,2,4,0,56011,50444,162699,8644
23514916043592,2,4,0,10083,8889,16346,212
23514916165516,2,32767,2,0,0,13150,0
23514916310692,2,4,0,16743,14302,39000,375
23514916499204,2,32767,2,0,0,19462,0
23514916661472,2,4,0,23056,19636,38084,2824
23514916819024,2,32767,2,0,0,12909,0
23514916907484,2,4,0,10597,9036,26415,1
23514917047560,2,4,0,24630,21548,73563,4003
23514917126764,2,4,0,11119,9687,17224,501
23514917267864,2,4,0,23300,19978,75172,3603
23514917346356,2,4,0,11094,9616,16715,717
23514917487828,2,4,0,23502,20001,75484,3478
23514917566136,2,4,0,11076,9544,16491,844
23514917706624,2,4,0,23398,20359,74508,3869
23514917785252,2,4,0,11129,9557,16793,782
23514917925448,2,4,0,23602,20243,74371,3853
23514918098012,2,4,0,11116,9541,16494,799
23514918239892,2,4,0,23233,19945,75543,3588
23514918318592,2,4,0,11147,9634,16752,696
23514918459472,2,4,0,23180,19625,74855,3176
23514918538424,2,4,0,11164,9802,16931,775
23514918679040,2,4,0,23426,20077,74591,4118
23514918757888,2,4,0,11132,9616,16839,787
23514919338396,2,32767,2,0,0,18184,0
23514919422664,2,4,0,8723,7827,22999,41
23514922822544,2,32767,2,0,0,15946,0
23514922901200,2,4,0,8063,6961,18078,17
23514926121596,2,32767,2,0,0,15802,0
23514926211444,2,4,0,15846,13971,26104,20
23514929514352,2,32767,2,0,0,16462,0
23514929593660,2,4,0,8033,6882,18591,54
23514932906412,2,32767,2,0,0,15754,0
23514932984700,2,4,0,8009,6835,17757,8
23514936298920,2,32767,2,0,0,15510,0
23514936391176,2,4,0,18530,16474,27487,205
23514939691628,2,32767,2,0,0,16778,0
23514939770692,2,4,0,8084,6968,18164,36
23514943083584,2,32767,2,0,0,16438,0
23514943161808,2,4,0,8106,6930,17717,12
23514946568880,2,32767,2,0,0,15722,0
23514946659664,2,4,0,18514,16005,26274,283
23514949868736,2,32767,2,0,0,16374,0
23514949947904,2,4,0,8078,6937,18575,37
23514953260544,2,32767,2,0,0,15657,0
23514953338908,2,4,0,8098,6924,17692,11
23514956653048,2,32767,2,0,0,15625,0
23514956743444,2,4,0,18523,15949,25972,107
23514960045688,2,32767,2,0,0,16331,0
23514960124796,2,4,0,8052,6909,18501,36
23514963441528,2,32767,2,0,0,33597,0
23514963529184,2,4,0,8019,6834,26305,94
23514964701810,2,32767,2,0,0,27680,0
23514964912666,2,4,0,26116,26423,85808,2924
23514965033218,2,32767,2,0,0,19721,0
23514965139474,2,4,0,13306,12276,42059,115
23514965282958,2,4,0,25785,22415,76644,2947
23514965459898,2,4,0,14246,13195,21027,758
23514965603326,2,4,0,25842,23151,76343,3741
23514965684202,2,4,0,14269,12453,17963,950
23514965825122,2,4,0,23255,20269,75076,3629
23514965903842,2,4,0,11111,9568,16669,769
23514966057986,2,32767,2,0,0,15194,0
23514966231806,2,4,0,20636,18159,43420,3943
23514966348194,2,32767,2,0,0,16585,0
23514966778022,2,4,0,209314,203633,204343,26507
23514966905678,2,32767,2,0,0,18172,0
23514967115702,2,4,0,40600,37971,88099,2646
23514967324410,2,4,0,107962,98000,51187,7815
23514967476102,2,32767,2,0,0,17280,0
23514967646318,2,4,0,31666,27228,53271,2374
23514967786774,2,4,0,108390,97567,48345,7243
23514968008354,2,4,0,130761,114793,122041,10093
23514968228022,2,4,0,131333,114583,120469,9617
23514968447066,2,4,0,135072,117454,119010,10346
23514968665946,2,4,0,135071,117227,118943,9838
23514968884950,2,4,0,134345,117063,119236,9801
23514969103998,2,4,0,131958,115465,119849,9203
23514969322950,2,4,0,130863,112937,120609,8951
23514969541518,2,4,0,131646,113973,119898,8844
23514969760538,2,4,0,135905,118209,118753,9910
23514969979082,2,4,0,137046,119409,118113,10025
23514970327206,2,4,0,158714,141434,238313,13463
23514970550330,2,4,0,132495,115910,123535,9746
23514970769382,2,4,0,136364,118078,118878,9651
23514970988974,2,4,0,136461,119099,119178,9152
23514971209194,2,4,0,136313,118312,119672,9389
23514971428850,2,4,0,136664,119210,119364,9012
23514971648286,2,4,0,133343,115581,120091,10033
23514971867686,2,4,0,136325,118928,118957,9391
23514972087642,2,4,0,133990,116415,120192,9698
23514972307242,2,4,0,133940,116728,119783,9225
23514972527078,2,4,0,138208,120417,118710,9717
23514972809014,2,4,0,141302,124972,120122,11540
23514972974634,2,32767,2,0,0,14901,0
23514973136602,2,4,0,31079,25975,45771,2226
23514973275630,2,4,0,103911,90155,50259,5558
23514973495762,2,4,0,137301,119674,119518,9838
23514973744686,2,4,0,151317,133764,142152,9779
23514973965154,2,4,0,137598,120906,119212,9540
23514974186950,2,4,0,137395,120156,120840,9204
23514974405822,2,4,0,145532,126466,116073,10188
23514974625466,2,4,0,135356,118562,119326,10132
23514974928754,2,4,0,131282,113176,120916,9671
23514975147826,2,4,0,135123,117457,119213,9778
23514975366234,2,4,0,135023,117323,118771,9945
23514975586206,2,4,0,131484,113907,121162,9372
23514975805626,2,4,0,136106,118739,119090,9523
23514976025062,2,4,0,136471,119389,118789,10490
23514976244342,2,4,0,131984,114053,120384,9504
23514976463246,2,4,0,136017,118675,118718,9939
23514976682874,2,4,0,136471,119753,118935,10070
23514976902410,2,4,0,137195,119775,119012,10723
23514977271838,2,4,0,260685,236536,179901,29395
23514977416446,2,32767,2,0,0,17655,0
23514977589250,2,4,0,31428,26732,54964,2542
23514977729494,2,4,0,109703,96695,48786,6960
23514977949822,2,4,0,136503,118502,119641,9902
23514978169506,2,4,0,136560,117958,119667,9945
23514978389026,2,4,0,136603,118143,119008,9338
23514978607802,2,4,0,137238,119315,118240,9490
23514978826690,2,4,0,137270,118913,118454,9257
23514979046178,2,4,0,137134,119108,118866,9546
23514979265702,2,4,0,136861,118803,119167,9768
23514979485094,2,4,0,137307,119286,118873,9446
23514979798398,2,4,0,137570,119807,212617,9741
23514980017726,2,4,0,138068,119994,118384,9583
23514980236754,2,4,0,137852,119301,118353,9917
23514980511914,2,4,0,140982,122514,122937,9368
23514980641598,2,32767,2,0,0,15787,0
23514980887450,2,4,0,146724,127329,86948,12049
23514981061026,2,32767,2,0,0,13575,0
23514981224754,2,4,0,31186,26132,44561,2044
23514981364258,2,4,0,110916,97329,47856,6546
23514981584170,2,4,0,138059,119705,118889,9249
23514981803790,2,4,0,134895,117382,119698,9252
23514982022754,2,4,0,134776,116639,119360,9648
23514982242362,2,4,0,134991,117844,119622,9603
23514982461038,2,4,0,134847,117155,118833,9678
23514982679954,2,4,0,135109,117007,119143,9436
23514982898814,2,4,0,135153,117131,119155,9770
23514983117786,2,4,0,135561,118393,118740,8962
23514983337226,2,4,0,132182,114957,120275,9383
23514983670446,2,4,0,205383,205331,144434,23748
23514983832778,2,32767,2,0,0,14253,0
23514983980270,2,4,0,84293,77730,58082,9267
23514984059850,2,4,0,9999,9075,17661,158
23514984511482,2,32767,2,0,0,16291,0
23514984686346,2,4,0,23227,20641,54792,2566
23514984893018,2,32767,2,0,0,14444,0
23514985031170,2,4,0,10622,9178,21928,4
23514985371886,2,32767,2,0,0,16611,0
23514985599010,2,4,0,23334,19998,38379,2840
23514985679582,2,4,0,11101,10019,18075,483
23514985823102,2,32767,2,0,0,14837,0
23514985987438,2,4,0,23235,19726,38633,2506
23514986137914,2,32767,2,0,0,13651,0
23514986226310,2,4,0,10729,9334,26032,7
23514986364986,2,32767,2,0,0,11073,0
23514986534550,2,4,0,23194,19565,36589,2398
23514986648942,2,32767,2,0,0,14771,0
23514986755906,2,4,0,10918,9477,44303,32
23514986902762,2,32767,2,0,0,13988,0
23514987075994,2,4,0,23267,19774,38121,2496
23514987178330,2,32767,2,0,0,15092,0
23514987397614,2,4,0,90461,82102,68446,10046
23514987585470,2,32767,2,0,0,17154,0
23514987752314,2,4,0,23489,20004,41598,2221
23514987900826,2,32767,2,0,0,13350,0
23514987997254,2,4,0,10666,9073,33995,1
23514988124814,2,32767,2,0,0,13190,0
23514988272134,2,4,0,23416,20010,38776,2474
23514988436986,2,32767,2,0,0,21443,0
23514988533702,2,4,0,10916,9513,34149,30
23514988671162,2,32767,2,0,0,10960,0
23514988843046,2,4,0,23475,20012,37210,2310
23514989054194,2,32767,2,0,0,15028,0
23514989154330,2,4,0,10956,9520,37538,28
23514989288174,2,32767,2,0,0,14097,0
23514989445894,2,4,0,23548,20315,38039,2153
23514989603858,2,32767,2,0,0,18196,0
23514989696602,2,4,0,10676,9107,30431,3
23514989831378,2,32767,2,0,0,11147,0
23514989999306,2,4,0,23462,20057,38896,2421
23514990130578,2,32767,2,0,0,16592,0
23514990227022,2,4,0,10941,9491,33866,28
23514990368238,2,4,0,23047,19524,75078,2418
23514990448070,2,4,0,11100,9860,17610,549
23514990570358,2,32767,2,0,0,13261,0
23514990726098,2,4,0,28703,24649,47830,2351
23514990803778,2,4,0,10283,8821,15779,151
23514990883002,2,4,0,11077,9826,17121,657
23514991053234,2,32767,2,0,0,14799,0
23514991216326,2,4,0,23179,19489,37196,2239
23514991353978,2,32767,2,0,0,13620,0
23514991453430,2,4,0,10699,9160,37312,0
23514991625498,2,32767,2,0,0,14285,0
23514991799682,2,4,0,23763,20468,39106,2368
23514991929478,2,32767,2,0,0,15276,0
23514992026070,2,4,0,10953,9488,34280,26
23514992166946,2,4,0,23278,19877,74781,2084
23514992245970,2,4,0,11118,9714,17075,913
23514992379898,2,32767,2,0,0,14330,0
23514992545502,2,4,0,23207,19571,37188,2070
23514992680982,2,32767,2,0,0,16518,0
23514992781350,2,4,0,10988,9477,37602,27
23514992855194,2,4,0,8424,7254,12811,183
23514992994630,2,4,0,10329,9527,77559,787
23514993069790,2,4,0,10317,9246,13779,376
23514993210926,2,4,0,23122,20080,75186,2961
23514993290422,2,4,0,11168,9822,17409,741
23514993405442,2,32767,2,0,0,14494,0
23514993577526,2,4,0,23404,19777,38290,2437
23514993702462,2,32767,2,0,0,15213,0
23514993891542,2,4,0,10919,9412,126765,31
23514994010442,2,32767,2,0,0,17172,0
23514994171698,2,4,0,82419,75103,72585,8050
23514994252458,2,4,0,11117,10010,18728,634
23514994404470,2,32767,2,0,0,15305,0
23514994555830,2,4,0,23881,20547,37807,2168
23514994699070,2,32767,2,0,0,16550,0
23514994805258,2,4,0,10949,9555,43746,24
23514995027578,2,32767,2,0,0,14194,0
23514995212794,2,4,0,23786,21795,47010,834
23514995375806,2,32767,2,0,0,14912,0
23514995534202,2,4,0,22935,19256,34137,1990
23514995687890,2,32767,2,0,0,13462,0
23514995794354,2,4,0,10683,9112,30282,2
23514995967106,2,32767,2,0,0,13524,0
23514996164822,2,4,0,23097,19669,37584,1732
23514996289030,2,32767,2,0,0,15198,0
23514996385270,2,4,0,10940,9465,33828,28
23514996653558,2,32767,2,0,0,14125,0
23514996802470,2,4,0,20604,17515,36327,1738
23514996955686,2,32767,2,0,0,16405,0
23514997117574,2,4,0,11669,10485,33235,42
23514997215102,2,32767,2,0,0,11176,0
23514997321542,2,4,0,12763,11913,42893,51
23514997502374,2,4,0,46454,42356,105855,4620
23514997587502,2,4,0,14845,13845,21331,835
23514997726758,2,4,0,10497,9544,77160,731
23514997886110,2,4,0,23436,21206,92607,1873
23514998023802,2,4,0,10314,9080,75789,375
23514998175958,2,4,0,23561,20227,85936,1722
23514998313390,2,4,0,10315,9332,75558,613
23514998557830,2,4,0,23508,20146,178285,1838
23514998695070,2,4,0,10355,9097,75356,715
23514998846802,2,4,0,23603,20358,85538,2114
23514998983794,2,4,0,10330,9065,75271,818
23514999135270,2,4,0,23628,20380,85216,1941
23514999272170,2,4,0,10305,8996,75137,519
23514999423170,2,4,0,23643,19848,85069,2171
23514999560278,2,4,0,10325,9026,75322,862
23514999711890,2,4,0,23629,20058,85152,1941
23514999853402,2,4,0,23274,19895,75533,2041
23514999934246,2,4,0,12098,10903,18397,362
23515000074630,2,4,0,23278,20020,74546,2154
23515000182430,2,4,0,11148,9602,17143,856
23515000320890,2,32767,2,0,0,14605,0
23515000529054,2,4,0,23095,19585,33290,1587
23515000657250,2,4,0,11100,9745,19136,487
23515000892282,2,4,0,30511,26906,99612,3122
23515000972430,2,4,0,10960,9554,18119,575
23515001115614,2,4,0,23025,19862,77224,2289
23515001194282,2,4,0,11072,10170,16622,764
23515001334738,2,4,0,23097,19856,74640,2129
23515001456414,2,4,0,11096,9715,16707,809
23515001648370,2,4,0,23736,20501,86047,3120
23515001734190,2,4,0,11156,9566,18184,689
23515001875130,2,4,0,23585,20618,74981,3057
23515001954082,2,4,0,11128,9628,17029,709
23515002094814,2,4,0,23412,20159,74956,2409
23515002173666,2,4,0,11126,9729,16936,680
23515002313530,2,4,0,23646,20365,73820,2188
23515002392682,2,4,0,11180,9945,17038,613
23515002533150,2,4,0,23187,19752,74733,2460
23515002612234,2,4,0,11103,9835,17137,1026
23515002687034,2,4,0,9320,8158,13449,391
23515002828206,2,4,0,25504,22609,73872,1196
23515002967514,2,4,0,23589,20384,73307,2132
23515003046642,2,4,0,11111,9885,17202,707
23515003280446,2,4,0,17146,15067,169486,552
23515003419642,2,4,0,23045,19487,73387,2260
23515003536990,2,4,0,11099,9665,16965,818
23515003748126,2,4,0,17155,14866,92755,536
23515003893574,2,4,0,23375,19973,79562,2116
23515003972858,2,4,0,11087,9670,17358,934
23515004113250,2,4,0,17089,14757,76227,474
23515004275938,2,4,0,32323,29084,92953,2175
23515004355014,2,4,0,11121,9660,17327,909
23515004493414,2,32767,2,0,0,13981,0
23515004647954,2,4,0,23291,19828,39551,2605
23515004797634,2,32767,2,0,0,19382,0
23515004903502,2,4,0,10601,9214,43955,17
23515005042334,2,4,0,17134,14782,74709,589
23515005181394,2,4,0,23255,19856,73254,2340
23515005260002,2,4,0,11104,9637,16715,493
23515005400314,2,4,0,16586,13900,76593,386
23515005539642,2,4,0,23580,20533,73138,2629
23515005618546,2,4,0,11128,9519,16986,811
23515005759134,2,4,0,20573,17818,75652,2658
23515005971350,2,4,0,29460,29531,142372,2580
23515006111102,2,4,0,30767,30370,70121,2608
23515006332750,2,4,0,53099,47613,144390,3552
23515006471442,2,4,0,27291,24666,71310,1029
23515006690702,2,4,0,53591,46545,142660,3889
23515006829350,2,4,0,27324,23966,71482,1194
23515007048874,2,4,0,53251,45941,143021,3553
23515007187534,2,4,0,27394,24088,71274,1238
23515007406234,2,4,0,53202,45877,142167,3790
23515007566230,2,4,0,42253,36991,87394,2993
23515007787814,2,4,0,56260,48535,144071,4884
23515008021126,2,4,0,27376,23987,166009,1170
23515008240918,2,4,0,54111,46605,143177,4124
23515008379410,2,4,0,27348,23711,71180,1126
23515008599158,2,4,0,53346,45272,143560,3764
23515008738234,2,4,0,27390,23752,71931,1305
23515008958218,2,4,0,57192,50452,141886,3935
23515009234410,2,4,0,93814,84097,160056,8613
23515009504706,2,4,0,64749,58046,189583,4350
23515009725146,2,4,0,64581,57829,139286,5742
23515009863870,2,4,0,64556,60752,59535,6345
23515010084374,2,4,0,81783,73116,134415,5673
23515010223690,2,4,0,67655,61091,59591,4118
23515010443014,2,4,0,81585,70929,134185,5339
23515010582286,2,4,0,67645,59059,60458,4564
23515010802258,2,4,0,84219,73869,133781,5288
23515010962386,2,4,0,77234,69436,76719,4580
23515011189790,2,4,0,90149,80125,139344,6595
23515011409766,2,4,0,64474,57494,139825,7228
23515011629102,2,4,0,52190,45741,142670,4379
23515011768246,2,4,0,30536,27738,70457,2100
23515011987538,2,4,0,51878,47289,142289,4234
23515012126798,2,4,0,26266,25613,70962,1319
23515012346726,2,4,0,53852,46979,142897,3641
23515012484934,2,4,0,27552,24985,70791,1168
23515012852706,2,4,0,68219,61285,265368,5988
23515013050338,2,4,0,28079,25491,118108,1016
23515013271330,2,4,0,83595,75236,134280,6759
23515013489982,2,4,0,50809,44922,142517,3716
23515013708922,2,4,0,66381,57919,138501,5479
23515013928226,2,4,0,55634,48000,142178,4012
23515014147426,2,4,0,51497,45740,142944,3488
23515014435170,2,4,0,117397,106500,152073,10262
23515014604070,2,32767,2,0,0,18682,0
23515014777190,2,4,0,31944,27904,57058,2182
23515014918130,2,4,0,67823,62911,59931,6823
23515015056942,2,4,0,28008,25640,70660,1161
23515015362094,2,4,0,148224,133806,140919,15126
23515015505778,2,32767,2,0,0,18449,0
23515015678214,2,4,0,31500,26647,54731,1936
23515015804682,2,32767,2,0,0,12637,0
23515015982926,2,4,0,35891,32643,51363,2371
23515016154370,2,32767,2,0,0,13962,0
23515016342290,2,4,0,68222,62510,44436,5500
23515016492454,2,32767,2,0,0,16974,0
23515016663698,2,4,0,31637,26448,53488,2081
23515016907326,2,4,0,195399,176660,66979,12533
23515017065566,2,32767,2,0,0,17976,0
23515017235658,2,4,0,31607,26298,53052,2176
23515017469846,2,4,0,32360,28391,164161,2048
23515017610422,2,4,0,68511,61462,60128,4079
23515017939790,2,4,0,235002,208577,153764,13466
23515018162062,2,4,0,58571,50492,143362,4502
23515018301506,2,4,0,65818,58277,60444,3083
23515018620718,2,4,0,226936,198922,134550,14449
23515018762298,2,32767,2,0,0,18613,0
23515018933350,2,4,0,31638,26516,54154,2311
23515019073802,2,4,0,39406,34772,68482,2986
23515019212986,2,4,0,65900,58188,60310,3252
23515019521178,2,4,0,225519,197253,133101,13782
23515019697290,2,32767,2,0,0,14726,0
23515019862006,2,4,0,31078,25769,46192,1970
23515020002626,2,4,0,35117,30785,69886,2536
23515020141826,2,4,0,68916,61299,58975,4260
23515020459594,2,4,0,229489,199604,133403,13786
23515020607342,2,32767,2,0,0,18237,0
23515020779118,2,4,0,31369,26223,54417,2426
23515020919654,2,4,0,33945,29728,70052,1950
23515021059122,2,4,0,68955,60748,59471,4255
23515021325746,2,4,0,173091,159747,102164,21551
23515021571634,2,4,0,205665,180542,63512,12160
23515021728610,2,32767,2,0,0,17102,0
23515021898922,2,4,0,31708,26484,52847,2087
23515022131370,2,32767,2,0,0,12253,0
23515022311406,2,4,0,31650,28055,45586,1954
23515022444246,2,32767,2,0,0,15637,0
23515022632538,2,4,0,66369,58614,47413,3371
23515022776038,2,32767,2,0,0,16915,0
23515022945882,2,4,0,31417,26273,51775,1961
23515023077150,2,32767,2,0,0,12118,0
23515023328818,2,4,0,205809,178854,71143,11927
23515023481630,2,32767,2,0,0,15790,0
23515023649946,2,4,0,31637,26472,51096,2145
23515023791686,2,4,0,34482,30178,70862,2727
23515023931750,2,4,0,66566,58645,60529,3813
23515024233518,2,4,0,152863,134874,132120,9192
23515024385402,2,32767,2,0,0,16674,0
23515024552942,2,4,0,38716,32957,65871,2052
23515024631814,2,4,0,10269,9108,16606,104
23515024848494,2,4,0,124501,121429,55129,9486
23515025006398,2,32767,2,0,0,18401,0
23515025178082,2,4,0,31368,26321,53721,2238
23515025320902,2,4,0,32700,30431,72389,3169
23515025550058,2,4,0,53869,50766,150319,5266
23515025777286,2,4,0,47751,41240,152503,3581
23515026004154,2,4,0,63971,55980,147083,6856
23515026231550,2,4,0,63993,59465,146194,6292
23515026458278,2,4,0,59026,50512,148894,5118
23515026684330,2,4,0,48594,42481,151153,4025
23515027004846,2,4,0,91630,83100,231112,9626
23515027231418,2,4,0,73508,66376,143389,5425
23515027458486,2,4,0,73344,63735,144899,6182
23515027685478,2,4,0,77071,67869,143215,7285
23515027950058,2,4,0,111835,98562,169665,11527
23515028182950,2,4,0,75423,68185,149264,6986
23515028411062,2,4,0,98613,88240,137763,6974
23515028638278,2,4,0,103298,91979,135508,7791
23515028864894,2,4,0,79836,70141,142320,5910
23515029091930,2,4,0,59712,52961,148815,6171
23515029318998,2,4,0,83443,74893,141267,7499
23515029546354,2,4,0,71684,63154,145820,7347
23515029772574,2,4,0,65645,57548,146400,4329
23515029998774,2,4,0,51256,44653,151102,3718
23515030225234,2,4,0,77054,73033,141497,8357
23515030451566,2,4,0,45959,40676,152056,3286
23515030607170,2,4,0,66067,59866,75195,2720
23515030746158,2,4,0,27755,25609,71089,924
23515030968730,2,4,0,97185,86022,132093,7941
23515031189194,2,4,0,96564,83120,131343,7406
23515031438642,2,4,0,108964,96549,154565,9199
23515031751742,2,4,0,69556,60776,231930,7904
23515031972186,2,4,0,92976,81979,131554,7444
23515032192162,2,4,0,76673,66431,136611,4470
23515032411130,2,4,0,56405,48349,141745,3936
23515032629058,2,4,0,48281,42151,142908,3117
23515032848266,2,4,0,48804,41688,144262,3515
23515134622050,2,4,0,104945890,99793326,67852747,6789
23515179460558,0,0,0,328538,284566,385114,61878
23515327920972,0,32767,0,0,0,4205037,0
23515328041740,0,0,0,11389,11915,55699,4601
23515371935700,0,32767,0,0,0,1257655,0
23515372397164,0,0,0,54361,59815,376675,22336
23515519026056,0,32767,0,0,0,4184426,0
23515180565574,1,32767,1,0,0,36519,0
23515180668402,1,4,1,7066,7314,39670,124
23515183957858,1,32767,1,0,0,35802,0
23515184060486,1,4,1,7065,7314,39564,124
23515187350194,1,32767,1,0,0,48161,0
23515187453122,1,4,1,7066,7353,39680,124
23515190742610,1,32767,1,0,0,48264,0
23515190845538,1,4,1,7066,7314,39638,124
23515194134982,1,32767,1,0,0,35802,0
23515194237694,1,4,1,7065,7314,39553,124
23515197527414,1,32767,1,0,0,48098,0
23515197630554,1,4,1,7066,7359,39698,134
23515200919762,1,32767,1,0,0,36043,0
23515201022482,1,4,1,7066,7298,39539,124
23515204312442,1,32767,1,0,0,35794,0
23515204415254,1,4,1,7066,7322,39644,126
23515207704526,1,32767,1,0,0,48278,0
