TSC,CPU,DOM,vCPU,UOPS_RETIRED.ALL,UOPS_ISSUED.ANY,UOPS_ISSUED.ANY-stalls,RESOURCE_STALLS.ANY
23652301323628,3,6,0,78,73,6421,0
23652301386884,3,6,0,78,73,6395,0
23652301450144,3,6,0,78,73,6401,0
23652301513436,3,6,0,78,73,6387,0
23652301576672,3,6,0,78,73,6389,0
23652301639944,3,6,0,78,73,6415,0
23652301703528,3,6,0,78,73,6510,0
23652301766884,3,6,0,78,73,6404,0
23652301830168,3,6,0,78,73,6399,0
23652301893492,3,6,0,78,73,6385,0
23652301956760,3,6,0,78,73,6393,0
23652302020060,3,6,0,78,73,6417,0
23652302083304,3,6,0,78,73,6402,0
23652302146700,3,6,0,78,73,6505,0
23652302210012,3,6,0,78,73,6401,0
23652302273300,3,6,0,78,73,6386,0
23652302336732,3,6,0,78,73,6464,0
23652302400016,3,6,0,78,73,6416,0
23652302463360,3,6,0,78,73,6386,0
23652302526628,3,6,0,78,73,6393,0
23652302589900,3,6,0,78,73,6388,0
23652302653224,3,6,0,78,73,6410,0
23652302716664,3,6,0,78,73,6531,0
23652302779948,3,6,0,78,73,6403,0
23652302843280,3,6,0,78,73,6461,0
23652302906556,3,6,0,78,73,6385,0
23652302969868,3,6,0,78,73,6399,0
23652303033356,3,6,0,78,73,6409,0
23652303096616,3,6,0,78,73,6399,0
23652303160056,3,6,0,78,73,6509,0
23652303223280,3,6,0,78,73,6386,0
23652303286620,3,6,0,78,73,6461,0
23652303349940,3,6,0,78,73,6446,0
23652303413488,3,6,0,78,73,6467,0
23652303568624,3,6,0,78,73,6405,0
23652303632204,3,6,0,78,73,6536,0
23652303695636,3,6,0,78,73,6449,0
23652303759064,3,6,0,78,73,6439,0
23652303822352,3,6,0,78,73,6468,0
23652303885948,3,6,0,78,73,6581,0
23652303949300,3,6,0,78,73,6488,0
23652304012636,3,6,0,78,73,6425,0
23652304075988,3,6,0,78,73,6401,0
23652304139236,3,6,0,78,73,6400,0
23652304202524,3,6,0,78,73,6383,0
23652304265884,3,6,0,78,73,6391,0
23652304329268,3,6,0,78,73,6460,0
23652304392756,3,6,0,78,73,6532,0
23652304456036,3,6,0,78,73,6469,0
23652304519468,3,6,0,78,73,6461,0
23652304582728,3,6,0,78,73,6391,0
23652304645988,3,6,0,78,73,6415,0
23652304709272,3,6,0,78,73,6396,0
23652304772564,3,6,0,78,73,6408,0
23652304835808,3,6,0,78,73,6410,0
23652304899132,3,6,0,78,73,6421,0
23652304962372,3,6,0,78,73,6390,0
23652305025620,3,6,0,78,73,6404,0
23652305088988,3,6,0,78,73,6399,0
23652305152300,3,6,0,78,73,6403,0
23652305215564,3,6,0,78,73,6402,0
23652305278904,3,6,0,78,73,6395,0
23652305342196,3,6,0,78,73,6407,0
23652305405472,3,6,0,78,73,6409,0
23652305468708,3,6,0,78,73,6393,0
23652305532152,3,6,0,78,73,6516,0
23652305595436,3,6,0,78,74,6405,0
23652305658668,3,6,0,78,73,6382,0
23652305721968,3,6,0,78,73,6401,0
23652305785260,3,6,0,78,73,6401,0
23652305848752,3,6,0,78,73,6390,0
23652305912096,3,6,0,78,73,6399,0
23652305975384,3,6,0,78,73,6405,0
23652306038672,3,6,0,78,73,6382,0
23652306102168,3,6,0,78,73,6504,0
23652306165408,3,6,0,78,73,6395,0
23652306228804,3,6,0,78,73,6507,0
23652306292092,3,6,0,78,73,6378,0
23652306355468,3,6,0,78,73,6420,0
23652306418736,3,6,0,78,73,6403,0
23652306482140,3,6,0,78,73,6513,0
23652306545456,3,6,0,78,73,6409,0
23652306608716,3,6,0,78,73,6385,0
23652306672008,3,6,0,78,73,6458,0
23652306735360,3,6,0,78,73,6477,0
23652306798660,3,6,0,78,73,6403,0
23652306861964,3,6,0,78,73,6456,0
23652306925284,3,6,0,78,73,6400,0
23652306988560,3,6,0,78,73,6383,0
23652307052128,3,6,0,78,73,6524,0
23652307115532,3,6,0,78,73,6519,0
23652307178996,3,6,0,78,73,6406,0
23652307242524,3,6,0,78,73,6390,0
23652307305984,3,6,0,78,73,6539,0
23652307369412,3,6,0,78,73,6494,0
23652307432704,3,6,0,78,73,6415,0
23652307496056,3,6,0,78,73,6426,0
23652307559324,3,6,0,78,73,6406,0
23652307622584,3,6,0,78,73,6384,0
23652307685916,3,6,0,78,73,6403,0
23652307749172,3,6,0,78,73,6399,0
23652307812720,3,6,0,78,73,6508,0
23652307876052,3,6,0,78,73,6475,0
23652307939296,3,6,0,78,73,6385,0
23652308002628,3,6,0,78,73,6461,0
23652308066088,3,6,0,78,73,6561,0
23652308129420,3,6,0,78,73,6408,0
23652308286632,3,6,0,78,73,6405,0
23652308349960,3,6,0,78,73,6455,0
23652308413320,3,6,0,78,73,6489,0
23652308476648,3,6,0,78,73,6453,0
23652308539988,3,6,0,78,73,6477,0
23652308603244,3,6,0,78,73,6382,0
23652308666700,3,6,0,78,73,6575,0
23652308729976,3,6,0,78,73,6418,0
23652308793388,3,6,0,78,73,6414,0
23652308856688,3,6,0,78,73,6393,0
23652308919952,3,6,0,78,73,6385,0
23652308983240,3,6,0,78,73,6397,0
23652309046532,3,6,0,78,73,6419,0
23652309109864,3,6,0,78,73,6405,0
23652309173204,3,6,0,78,73,6409,0
23652309236516,3,6,0,78,73,6412,0
23652309299896,3,6,0,78,73,6496,0
23652309363168,3,6,0,78,74,6408,0
23652309426480,3,6,0,78,73,6396,0
23652309489748,3,6,0,78,73,6415,0
23652309553176,3,6,0,78,73,6522,0
23652309616424,3,6,0,78,73,6387,0
23652309679704,3,6,0,78,73,6390,0
23652309743076,3,6,0,78,73,6492,0
23652309806376,3,6,0,78,73,6406,0
23652309869704,3,6,0,78,73,6408,0
23652309932960,3,6,0,78,73,6390,0
23652309996548,3,6,0,78,73,6492,0
23652310059852,3,6,0,78,73,6393,0
23652310123184,3,6,0,78,73,6485,0
23652310186484,3,6,0,78,73,6413,0
23652310249920,3,6,0,78,73,6493,0
23652310313184,3,6,0,78,73,6397,0
23652310376452,3,6,0,78,73,6391,0
23652310439776,3,6,0,78,73,6388,0
23652310503204,3,6,0,78,73,6451,0
23652310566516,3,6,0,78,73,6410,0
23652310629868,3,6,0,78,73,6395,0
23652310693240,3,6,0,78,73,6493,0
23652310756500,3,6,0,78,73,6388,0
23652310819884,3,6,0,78,73,6518,0
23652310883244,3,6,0,78,73,6485,0
23652310946600,3,6,0,78,73,6398,0
23652311009892,3,6,0,78,73,6391,0
23652311073184,3,6,0,78,73,6399,0
23652311136476,3,6,0,78,73,6417,0
23652311199920,3,6,0,78,73,6519,0
23652311263236,3,6,0,78,73,6393,0
23652311326636,3,6,0,78,73,6383,0
23652311389956,3,6,0,78,73,6454,0
23652311453220,3,6,0,78,73,6407,0
23652311516568,3,6,0,78,73,6480,0
23652311579840,3,6,0,78,73,6410,0
23652311643092,3,6,0,78,73,6401,0
23652311706376,3,6,0,78,73,6386,0
23652311769636,3,6,0,78,73,6392,0
23652311832972,3,6,0,78,73,6416,0
23652311896268,3,6,0,78,73,6401,0
23652311959816,3,6,0,78,73,6509,0
23652312023112,3,6,0,78,73,6412,0
23652312086492,3,6,0,78,73,6458,0
23652312149952,3,6,0,78,73,6549,0
23652312213320,3,6,0,78,73,6413,0
23652312276544,3,6,0,78,73,6392,0
23652312339812,3,6,0,78,73,6390,0
23652312403128,3,6,0,78,73,6387,0
23652312466380,3,6,0,78,73,6385,0
23652312529852,3,6,0,78,73,6581,0
23652312593104,3,6,0,78,74,6429,0
23652312656456,3,6,0,78,73,6454,0
23652312719836,3,6,0,78,73,6452,0
23652312783160,3,6,0,78,73,6413,0
23652312948172,3,6,0,78,73,6414,0
23652313067840,3,6,0,78,73,8754,0
23652313134752,3,6,0,78,73,9640,0
23652313198812,3,6,0,78,73,6956,0
23652313262724,3,6,0,78,73,6748,0
23652415043940,3,6,0,116606582,148680183,46295001,1977315
23652516810188,3,6,0,104994913,99844912,67806458,8
23652614398422,0,0,0,207256,186552,356815,47628
23652702289824,0,32767,0,0,0,2562862,0
23652702460052,0,0,0,24431,25126,99974,5842
23652715856998,0,32767,0,0,0,433269,0
23652715968014,0,0,0,9708,9699,46559,566
23652770137408,0,32767,0,0,0,1512353,0
23652770305816,0,0,0,23106,23654,98170,3526
23652827676128,0,32767,0,0,0,1623338,0
23652828137668,0,0,0,66366,75281,370126,38443
23652831683968,0,32767,0,0,0,182170,0
23652836654776,0,0,0,4131088,3765474,3662273,763213
23652953965416,0,32767,0,0,0,3393617,0
23652671538330,1,4,1,239831607,215065167,34307583,27454037
23652773311030,1,4,0,240189362,215513271,34264193,27436790
23652875086818,1,4,1,239434172,214931727,34463333,27506677
23652927296566,1,4,0,116447869,104941614,19021782,12771891
23652702526638,2,5,0,227402595,202691556,36106901,21188177
23652804295338,2,5,0,232523059,208199787,33573840,19289943
23652906069030,2,5,0,233012448,208333873,33589276,19514146
23652618583888,3,6,0,105114714,99964294,67877410,3
23652720355676,3,6,0,105271547,100111347,67948677,7
23652822128480,3,6,0,105008965,99858084,67816534,4
23652923902484,3,6,0,104953637,99813408,67820327,10
23652954350696,0,0,0,86232,82049,292142,11776
23652965020312,0,32767,0,0,0,307766,0
23652965336668,0,0,0,63192,66203,229683,14690
23653123900140,0,32767,0,0,0,4542565,0
23653124271376,0,0,0,62524,65933,284576,23323
23653161050716,0,32767,0,0,0,1112820,0
23653161271000,0,0,0,14761,18178,153111,6051
23653170551136,0,32767,0,0,0,325206,0
23653170689580,0,0,0,11265,12735,72583,485
23653231501778,0,32767,0,0,0,1773049,0
23653231678394,0,0,0,22171,22558,107328,8374
23653293908540,0,32767,0,0,0,1782104,0
23652959245634,1,4,1,75264475,67578557,10738780,8529725
23652959854222,1,4,0,462140,462015,384681,272
23652964763402,1,4,1,4816356,4814657,3044316,259
23652982765506,1,4,0,29018010,25574632,10186803,4613162
23652982880814,1,4,1,9081,8882,52582,103
23652983486442,1,4,0,463561,462921,381883,42
23653085262590,1,4,1,240014835,215633939,34199532,27360989
23653187035374,1,4,0,240494945,216122490,34011468,27021283
23653288807758,1,4,1,240435028,215754715,34093064,27116420
23653007841514,2,5,0,232861331,208286604,33604498,19788878
23653109614234,2,5,0,233286469,208700342,33491260,19647165
23653211390510,2,5,0,227522693,202832194,36070266,21371895
23653025674924,3,6,0,104972765,99827503,67814090,1
23653127448616,3,6,0,105002179,99852012,67817963,7
23653229220800,3,6,0,105029036,99880080,67846160,1
23653294226232,0,0,0,76082,72673,228437,7531
23653557077676,0,32767,0,0,0,7490302,0
23653557189316,0,0,0,10211,10860,48387,2213
23653633701336,0,32767,0,0,0,2170999,0
23653390581062,1,4,0,240592116,215933002,34094550,27268508
23653492353902,1,4,1,240385740,215695820,34158725,27329438
23653594038330,1,4,0,240142442,215567952,34135377,27406496
23653313160298,2,5,0,232223606,207974518,33622603,19379245
23653415028374,2,5,0,231914569,207795711,33632611,19097185
23653516706542,2,5,0,232038703,207790835,33518624,19409769
23653618420438,2,5,0,232516281,207981182,33443555,19229341
23653330993200,3,6,0,104986217,99837298,67791504,5
23653432766220,3,6,0,105009468,99858502,67816316,1
23653534538964,3,6,0,105004067,99853935,67807739,8
23653633946464,0,0,0,74499,69351,157357,5091
23653740315376,0,32767,0,0,0,2964181,0
23653741032984,0,0,0,260134,267538,551589,43208
23653747054880,0,32767,0,0,0,314060,0
23653747200288,0,0,0,24008,23522,75798,2747
23653777700444,0,32767,0,0,0,839567,0
23653777893156,0,0,0,28186,29677,120298,4426
23653850132766,0,32767,0,0,0,2160813,0
23653850417310,0,0,0,61999,64314,198035,11392
23653973515472,0,32767,0,0,0,3478098,0
23653695811386,1,4,1,240111029,215691197,34184272,27397734
23653797584014,1,4,0,240431340,215793931,34190639,27500333
23653810996234,1,4,1,24824721,22804027,5910806,2262771
23653839326654,1,4,0,66585391,59853258,9529637,7578154
23653839935194,1,4,1,462138,461872,384645,270
23653844855422,1,4,0,4823037,4820250,3053091,214
23653849785870,1,4,1,4831022,4828811,3060159,388
23653862707118,1,4,0,24166407,20733087,6922910,4433189
23653863318134,1,4,1,462172,462076,387346,5
23653965093958,1,4,0,240505546,215733095,34176122,27177771
23653720163590,2,5,0,232682485,208212555,33447159,19242734
23653821936938,2,5,0,232776032,208247917,33546075,19983014
23653923710666,2,5,0,232950105,208438952,33510991,19407537
23653636223532,3,6,0,104906023,99760425,67755618,10
23653737996304,3,6,0,105009374,99858412,67815972,2
23653839769268,3,6,0,105002616,99852600,67809387,1
23653941541904,3,6,0,104975178,99828283,67801179,5
23653973860244,0,0,0,85488,80534,252376,8597
23654032333594,0,32767,0,0,0,1658196,0
23654032622810,0,0,0,60485,63185,203153,10655
23654135552440,0,32767,0,0,0,2923966,0
23654135758892,0,0,0,12154,16496,140753,4885
23654137525140,0,32767,0,0,0,52003,0
23654137662048,0,0,0,10979,12471,72396,697
23654188068612,0,32767,0,0,0,1519963,0
23654188475740,0,0,0,56505,62008,321557,49274
23654287426444,0,32767,0,0,0,2849755,0
23654287570592,0,0,0,10701,11543,79147,1003
23654310724348,0,32767,0,0,0,740237,0
23654310973432,0,0,0,41481,44041,170993,9073
23654313423468,0,32767,0,0,0,51017,0
23654066866950,1,4,1,240762393,215710977,34168152,27210914
23654168640010,1,4,0,240821454,215584003,34222450,27362084
23654270412938,1,4,1,240667620,215633753,34219553,27384211
23654025482850,2,5,0,232579013,208197310,33537650,19187641
23654127258286,2,5,0,227714727,202776739,36117988,21614387
23654229030270,2,5,0,233478912,208748832,33474663,19909494
23654043320204,3,6,0,104985688,99838546,67817657,8
23654145088900,3,6,0,104895330,99748652,67843322,12012
23654246861128,3,6,0,105010650,99859704,67818814,5
23654313815220,0,0,0,74560,70039,303804,5549
23654383950614,0,32767,0,0,0,1898473,0
23654384265918,0,0,0,63273,66769,227873,13448
23654411962264,0,32767,0,0,0,861397,0
23654412249780,0,0,0,66008,67836,201744,11790
23654503982132,0,32767,0,0,0,2701965,0
23654504268868,0,0,0,61342,64860,200449,11498
23654653385708,0,32767,0,0,0,4162549,0
23654332104482,1,4,0,139862259,125445907,22072150,15224918
23654378167362,1,4,1,108938864,97439121,15433120,12251037
23654378774282,1,4,0,462147,461882,383396,332
23654383697122,1,4,1,4825950,4823859,3054378,1180
23654401415186,1,4,0,28947654,25502404,9922556,4397861
23654401519234,1,4,1,9088,8637,41896,40
23654402125254,1,4,0,463579,462889,382140,36
23654503901194,1,4,1,239797289,215506688,34297098,27476697
23654605673914,1,4,0,240312463,215478906,34289036,27529326
23654330801962,2,5,0,233136718,208471941,33482397,19644665
23654432576410,2,5,0,233777285,209036983,33450028,19928864
23654534351782,2,5,0,228008418,203129481,35973955,21185181
23654636122030,2,5,0,232254391,208149206,33652750,19314357
23654348633784,3,6,0,105005048,99854658,67813103,4
23654450406560,3,6,0,105095085,99945226,67881896,2
23654552179916,3,6,0,104999257,99851185,67833263,2
23654653764372,0,0,0,85297,80996,285845,9989
23654925776152,0,32767,0,0,0,7782913,0
23654926004216,0,0,0,33037,35627,153384,6619
23654993326652,0,32767,0,0,0,1902962,0
23654707446362,1,4,1,240149155,215340444,34326741,27603198
23654809219226,1,4,0,240442798,215517837,34306709,27704469
23654910991918,1,4,1,240136248,215306001,34358757,27705187
23654737894362,2,5,0,232148253,207868612,33650466,19249038
23654839667438,2,5,0,232207648,207910148,33642070,19172001
23654941440370,2,5,0,232062622,207714421,33622874,19580211
23654653952280,3,6,0,105492904,100324475,68052164,6
23654755724940,3,6,0,104999576,99849356,67806931,3
23654857592108,3,6,0,104993035,99843715,67796923,3
23654959270664,3,6,0,104902587,99757400,67742837,3
23654993575920,0,0,0,74046,68935,161458,3007
23655038210252,0,32767,0,0,0,1385543,0
23655038452472,0,0,0,35355,40024,165752,12490
23655333145620,0,32767,0,0,0,8306267,0
23655012764854,1,4,0,240112385,215310935,34359745,27711684
23655114537734,1,4,1,239564128,215128383,34419178,27676719
23655216310390,1,4,0,240567273,215708257,34260647,27662152
23655318083422,1,4,1,240564844,215520653,34317152,27749217
23655043213378,2,5,0,232489372,208210112,33565688,19373219
23655144986214,2,5,0,232446194,208311830,33542649,19291329
23655246759238,2,5,0,232925083,208354965,33566939,19767213
23655061043552,3,6,0,105006469,99855785,67813286,10
23655162816148,3,6,0,105011656,99860828,67815712,1
23655264588812,3,6,0,104999579,99850033,67800152,2
23655333394604,0,0,0,74300,69383,160978,2780
23655380480828,0,32767,0,0,0,1382403,0
23655380674752,0,0,0,12010,15525,126641,4838
23655439142320,0,32767,0,0,0,1667596,0
23655439906956,0,0,0,247191,249591,605623,39214
23655443245936,0,32767,0,0,0,51076,0
23655443400788,0,0,0,25511,25277,84641,5793
23655475770344,0,32767,0,0,0,970538,0
23655475961444,0,0,0,27744,28803,119152,3867
23655532923500,0,32767,0,0,0,1621459,0
23655533222280,0,0,0,60505,63361,212359,10095
23655546768680,0,32767,0,0,0,423324,0
23655547225652,0,0,0,65125,75156,365567,38178
23655550772680,0,32767,0,0,0,184737,0
23655555741276,0,0,0,4129096,3764742,3661709,756288
23655567944650,0,32767,0,0,0,454612,0
23655568414506,0,0,0,61933,66259,382504,28253
23655672967172,0,32767,0,0,0,2960732,0
23655419856470,1,4,0,240060488,215515566,34324456,27659779
23655496748594,1,4,1,174517920,157224824,27247694,19385602
23655557049446,1,4,0,142281761,127357576,20360359,16385374
23655557683214,1,4,1,463183,463204,378288,227
23655562665962,1,4,0,4823886,4823187,3112744,2464
23655567664802,1,4,1,4836007,4834086,3125589,3364
23655669442042,1,4,0,232004297,207312773,37231668,28342877
23655348532526,2,5,0,232502711,208105183,33616102,19771455
23655450305182,2,5,0,233209959,208606536,33455745,19233771
23655552081630,2,5,0,228053428,203251407,35900727,21101208
23655653855606,2,5,0,232396271,207806560,33664176,18920071
23655366361656,3,6,0,105001432,99851329,67805312,10
23655468134516,3,6,0,104993066,99843743,67796184,3
23655569911172,3,6,0,104969395,99825514,67831195,3
23655671682460,3,6,0,104981376,99835079,67824592,9
23655673399364,0,0,0,86098,83194,338596,16992
23655798817800,0,32767,0,0,0,3601329,0
23655799112064,0,0,0,54959,59271,209445,14427
23655799262004,0,0,0,50831,48503,72303,3584
23656003482016,0,32767,0,0,0,5751231,0
23656003711908,0,0,0,54765,56197,146841,7832
23656004296936,0,32767,0,0,0,45797,0
23656004518604,0,0,0,52464,53482,139974,7037
23656005803376,0,32767,0,0,0,21041,0
23656005968784,0,0,0,51751,48957,87762,5158
23656006836656,0,32767,0,0,0,129769,0
23656006986340,0,0,0,51171,45930,73312,4017
23656007127040,0,0,0,50014,44302,65246,3274
23656007232388,0,32767,0,0,0,16553,0
23656007379204,0,0,0,51465,44757,71101,4110
23656007802840,0,32767,0,0,0,15810,0
23656007949332,0,0,0,50436,44664,70839,3788
23656008315076,0,32767,0,0,0,15558,0
23656008461084,0,0,0,49917,43860,70610,3314
23656008851268,0,32767,0,0,0,15860,0
23656008995952,0,0,0,49789,43586,69267,3090
23656009338752,0,32767,0,0,0,15582,0
23656009504660,0,0,0,56324,50047,87788,3438
23656009708760,0,0,0,86261,76136,115333,3865
23656009819004,0,0,0,30344,26544,40165,1176
23656010876748,0,32767,0,0,0,15997,0
23656011051380,0,0,0,56939,50865,94459,4188
23656012944036,0,32767,0,0,0,136807,0
23655771212558,1,4,1,239500855,215034728,34235762,27258697
23655872984942,1,4,0,240029859,215351611,34147696,27076483
23655974758282,1,4,1,240327965,215331252,34131095,27063677
23655755624594,2,5,0,232667846,208062045,33532422,19387829
23655857397282,2,5,0,233140040,208450668,33411514,18984910
23655959170430,2,5,0,232366447,207844569,33588673,19474282
23655773454636,3,6,0,105009474,99858243,67825482,2
23655875231952,3,6,0,104929787,99704431,67910169,217564
23655977001688,3,6,0,105486746,100259218,67749882,5887
23656013183464,0,0,0,72736,64981,153177,2359
23656020398852,0,32767,0,0,0,134166,0
23656020602888,0,0,0,61537,56993,121270,6603
23656021570780,0,32767,0,0,0,134128,0
23656021751144,0,0,0,58784,52551,100824,4604
23656028885896,0,32767,0,0,0,146482,0
23656029063572,0,0,0,60146,53197,98285,4139
23656081017108,0,32767,0,0,0,1420377,0
23656081243724,0,0,0,23570,25135,155828,15692
23656094583428,0,32767,0,0,0,450981,0
23656094846608,0,0,0,26782,27670,192165,75252
23656095297604,0,32767,0,0,0,54627,0
23656095417908,0,0,0,4679,4867,58115,85
23656103783920,0,32767,0,0,0,307243,0
23656104073292,0,0,0,55521,58058,205997,11846
23656108153560,0,32767,0,0,0,174189,0
23656108268188,0,0,0,9421,9585,50627,909
23656161220558,0,32767,0,0,0,1496277,0
23656161494782,0,0,0,59996,62517,188361,8760
23656218511780,0,32767,0,0,0,1622192,0
23656218778252,0,0,0,59639,61191,181295,8999
23656275737192,0,32767,0,0,0,1649228,0
23656276011304,0,0,0,59933,62011,188597,8987
23656317953194,0,32767,0,0,0,1235743,0
23656318237078,0,0,0,61201,62690,197955,9626
23656333218926,0,32767,0,0,0,526378,0
23656333497590,0,0,0,59005,55968,197410,14555
23656352761354,0,32767,0,0,0,543000,0
23656076532142,1,4,0,239585761,215095992,34259323,27112697
23656178304106,1,4,1,240037546,215280288,34242256,27211393
23656249308130,1,4,0,160701467,144763765,25305964,17734719
23656312162522,1,4,1,148415278,133771416,20953428,16576510
23656312772710,1,4,0,462139,461925,386212,354
23656317696750,1,4,1,4823010,4820414,3057061,264
23656335705990,1,4,0,28990515,25568553,10198568,4633009
23656335820778,1,4,1,9156,8856,51503,346
23656336428286,1,4,0,463572,462920,382909,42
23656060949554,2,5,0,233725971,208729826,33361172,18921210
23656162717850,2,5,0,232931007,208256998,33459202,19176192
23656264490114,2,5,0,233477850,208625160,33327202,18800722
23656078781200,3,6,0,153348190,135662471,58377132,12386999
23656180552212,3,6,0,251933390,220968693,34986403,25057089
23656282323276,3,6,0,255526343,224368767,33778598,24138314
23656353145602,0,0,0,85161,80556,291859,11038
23656390894024,0,32767,0,0,0,1099492,0
23656391186832,0,0,0,62085,65291,206311,9978
23656433822636,0,32767,0,0,0,1245815,0
23656434699220,0,0,0,84171,85263,788189,7074
23656448103000,0,32767,0,0,0,445892,0
23656448365496,0,0,0,59030,60537,177868,7186
23656505288000,0,32767,0,0,0,1614262,0
23656505558520,0,0,0,59304,60830,185554,8783
23656560702880,0,32767,0,0,0,1651843,0
23656560901044,0,0,0,11976,15198,131732,4945
23656562368316,0,32767,0,0,0,44796,0
23656562630032,0,0,0,58285,59526,177390,9138
23656569362974,0,32767,0,0,0,170803,0
23656569487870,0,0,0,11024,11824,61483,820
23656619526256,0,32767,0,0,0,1448798,0
23656619794892,0,0,0,59296,61316,184286,8904
23656676710372,0,32767,0,0,0,1626003,0
23656676970672,0,0,0,58719,60099,176566,6908
23656692718536,0,32767,0,0,0,550157,0
23656438203658,1,4,1,239975130,215085571,34367545,27349868
23656539976938,1,4,1,240048699,215337330,34297569,27383808
23656621091014,1,4,1,184958335,166102569,28711958,20523031
23656366340282,2,5,0,233804331,208767122,33339074,18813513
23656468037438,2,4,0,239955690,214583261,34365087,27244937
23656569809138,2,5,0,232934105,208381093,33601627,18937463
23656671583002,2,4,0,240874723,216018771,34140842,27126789
23656384096932,3,6,0,256341165,225147181,33685724,25445932
23656485869760,3,6,0,253097822,221765643,34747008,25174800
23656587644080,3,6,0,253513727,222015009,34696570,25201830
23656689416936,3,6,0,253276448,221953514,34722051,25182689
23656693059856,0,0,0,82972,78413,249725,6578
23656705211904,0,32767,0,0,0,316375,0
23656705314640,0,0,0,6701,7079,39878,557
23656733878228,0,32767,0,0,0,831444,0
23656734142684,0,0,0,59455,61730,179172,6977
23656791108772,0,32767,0,0,0,1630659,0
23656791373644,0,0,0,59080,60394,179816,7307
23656840837108,0,32767,0,0,0,1493910,0
23656841121504,0,0,0,60765,62869,198905,10448
23656848376078,0,32767,0,0,0,160240,0
23656848716870,0,0,0,59840,57520,258723,7737
23656906365780,0,32767,0,0,0,1581084,0
23656906735036,0,0,0,58045,62002,283926,19120
23656907232156,0,32767,0,0,0,25944,0
23656907669012,0,0,0,63791,71019,347663,36742
23656911211470,0,32767,0,0,0,161204,0
23656916315422,0,0,0,4128330,3763835,3796871,791729
23656964625308,0,32767,0,0,0,1411643,0
23656965016516,0,0,0,60401,64531,304166,22173
23657022454916,0,32767,0,0,0,1627547,0
23657022759668,0,0,0,59696,62605,219383,14424
23657032544412,0,32767,0,0,0,313825,0
23656810943670,1,32767,1,0,0,47736,0
23656835712458,1,4,0,51638343,46688654,9798651,5337738
23656840671470,1,4,1,4836172,4833621,3086312,1227
23656853880762,1,4,0,24132242,20716494,7213896,4629156
23656854498050,1,4,1,462150,462071,393490,301
23656956192350,1,4,0,238321090,214202533,34567088,27362066
23656773356062,2,5,0,231829581,207727458,33761169,19178804
23656810740374,2,4,0,88169552,78874947,12632170,10013786
23656912515458,2,5,0,233394612,208602305,33745654,20338368
23657014291334,2,5,0,234133780,209349795,33756207,21162586
23656791190864,3,6,0,260577973,229130873,32260823,24018753
23656892965128,3,6,0,251594392,220479665,35138025,25455441
23656994651972,3,6,0,249277260,218572513,35629914,25692527
23657032854380,0,0,0,74979,71429,221499,6858
23657033269760,0,32767,0,0,0,168367,0
23657033441588,0,0,0,9420,10400,107462,1505
23657079940636,0,32767,0,0,0,1232883,0
23657080212388,0,0,0,60377,63369,185675,8844
23657137306052,0,32767,0,0,0,1746540,0
23657137553488,0,0,0,58590,60671,162515,6682
23657137685736,0,32767,0,0,0,24771,0
23657138340588,0,0,0,243998,245735,498396,45281
23657139349508,0,32767,0,0,0,49370,0
23657139504040,0,0,0,24275,23906,84218,4258
23657173751616,0,32767,0,0,0,954420,0
23657173954412,0,0,0,28520,30603,130122,6003
23657196372792,0,32767,0,0,0,712195,0
23657196649632,0,0,0,60329,62979,191054,7153
23657255552836,0,32767,0,0,0,1755199,0
23657255809560,0,0,0,59698,62281,171223,7118
23657315354456,0,32767,0,0,0,1640315,0
23657315630404,0,0,0,59796,62183,190168,8243
23657333032826,0,32767,0,0,0,570949,0
23657333310522,0,0,0,60459,62430,192145,9108
23657372425524,0,32767,0,0,0,1122925,0
23657057958818,1,4,1,239732025,214879327,34403702,27535337
23657159732558,1,4,0,239702932,214997600,34455972,27653224
23657261504086,1,4,1,239838626,214961819,34432030,27639594
23657363279998,1,4,0,239535584,215034470,34442260,27513604
23657115970858,2,5,0,235201375,210220902,33470087,21000964
23657217745314,2,5,0,235933477,210567320,33342155,20339448
23657319517242,2,5,0,235836486,210537497,33323548,20218648
23657096422340,3,6,0,252308960,221365129,34834207,25052300
23657198195472,3,6,0,259117945,227651361,32700330,24131113
23657299969472,3,6,0,251060509,221125684,34752700,24910815
23657372852712,0,0,0,84762,80640,334261,16001
23657375425244,0,32767,0,0,0,182840,0
23657375720144,0,0,0,55904,58934,210662,11297
23657383588802,0,32767,0,0,0,284396,0
23657383812522,0,0,0,34040,35824,149912,9668
23657417936448,0,32767,0,0,0,961829,0
23657418125872,0,0,0,22793,22953,118990,3655
23657435645432,0,32767,0,0,0,592488,0
23657435914132,0,0,0,59594,61023,183693,8899
23657495216452,0,32767,0,0,0,1647969,0
23657495483632,0,0,0,59703,61024,182331,9091
23657554701784,0,32767,0,0,0,1781839,0
23657554976084,0,0,0,59611,61691,188954,9141
23657614477188,0,32767,0,0,0,1641766,0
23657614744924,0,0,0,59668,61248,182570,8766
23657674508484,0,32767,0,0,0,1769035,0
23657674779292,0,0,0,59589,61080,185976,8389
23657712411640,0,32767,0,0,0,1095668,0
23657465050774,1,4,1,239868739,215040481,34435322,27692723
23657566822986,1,4,0,240087709,215265776,34374374,27633969
23657668595930,1,4,1,240003705,215280964,34358281,27601086
23657421293342,2,5,0,227754789,202992028,36110810,21230789
23657523064118,2,5,0,232077709,207940025,33614207,19083541
